 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"	Iraq 33.0 44.0 iq_00,Osaka 34.69374084472656 135.50218200683594 jp_32,
This is a real crisis that lawyers have perpetrated on America , isn't it?	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
Over 80,000 Americans, 220 every day die from medical negligence, hundred of thousands are injured.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-5" predicative="true" type="COUNTRY",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" type="COUNTRY"	
But if you take the entire amount of premiums, Bob, that's paid by doctors in this country to malpractice insurers and divide it evenly, they'd be paying less than $9,000 each.	country PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-7" type="COUNTRY"	Bob 31.476009368896484 -92.27374267578125 us_la,
Are we going to allow severely injured people who have found a lung taken out that's the wrong lung or a double mastectomy that wasn't indicated that was inflicted on a woman in the Midwest , or that organ transplant that was incompatible on that 17-year-old teenager in North Carolina .	North Carolina PLACE country="US" form="NAM" gazref="IGDB:1028616" id="Pl-2" latLong="35.501°N 80.001°W" state="US-NC" type="CIVIL",Midwest PLACE country="US" form="NAM" gazref="IGDB:208444574" id="Pl-20" type="RGN"	North Carolina 35.50069046020508 -80.00032043457031 us_nc,
The Congress is going to handcuff the judges and juries in the United States at the state court level?	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-6" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,Congress 34.16252899169922 -112.85073852539062 us_az,
BEGALA There was a hear on Capitol Hill today.	Capitol Hill PLACE country="US" form="NAM" gazref="IGDB:530313" id="Pl-21" latLong="38.889°N 77.001°W" state="US-DC" type="PPL"	BEGALA 8.766670227050781 16.583330154418945 td_09,Capitol Hill 47.62342834472656 -122.31957244873047 us_wa,
The American Medical Association works very hard to make safety a priority in the medical care system.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-5" predicative="true" type="COUNTRY",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" type="COUNTRY"	
And the system in California that's in the bill, in Congress now, HR-5, that's a system that has worked.	California PLACE country="US" form="NAM" gazref="IGDB:1780778" id="Pl-27" latLong="37.250°N 119.750°W" state="US-CA" type="PPL"	California 37.909019470214844 -79.58699035644531 us_va,
It brought stability to California and obstetricians in California will pay 55, 57, $60,000 in Los Angeles and in South Florida in Miami , they'll pay $210,000.	Miami PLACE country="US" form="NAM" gazref="IGDB:296004" id="Pl-26" latLong="25.774°N 80.194°W" state="US-FL" type="PPL",Florida PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-10" state="US-FL" type="CIVIL",California PLACE country="US" form="NAM" gazref="IGDB:1780778" id="Pl-27" latLong="37.250°N 119.750°W" state="US-CA" type="PPL",South Florida PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-13" mod="S" state="US-FL" type="CIVIL",Los Angeles PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-25" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"	California 37.909019470214844 -79.58699035644531 us_va,Miami 35.691429138183594 -100.63819122314453 us_tx,
(CROSSTALK) NADER Because in California they have regulated the insurance company premium levels.	California PLACE country="US" form="NAM" gazref="IGDB:1780778" id="Pl-27" latLong="37.250°N 119.750°W" state="US-CA" type="PPL"	California 37.250221252441406 -119.75125885009766 us_ca,
And in Florida , they've been very weak on it.	Florida PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-10" state="US-FL" type="CIVIL"	Florida 41.33176040649414 -74.35681915283203 us_ny,
Right now in South Florida , in South Florida , the latest poll shows that every neurosurgeon has been sued.	Florida PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-10" state="US-FL" type="CIVIL",South Florida PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-13" mod="S" state="US-FL" type="CIVIL"	
The average number of suits against a neurosurgeon is five in South Florida .	Florida PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-10" state="US-FL" type="CIVIL",South Florida PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-13" mod="S" state="US-FL" type="CIVIL"	
Both the AMA and the Bush administration released reports this week saying out of control trial lawyers are driving doctors out of their practices all across the country . President Bush points this way today, even the most frivolous of lawsuits cost money, premiums go up and either way, the patient pays.	country PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-9" type="COUNTRY"	AMA 29.952150344848633 -90.29647064208984 us_la,
He was the governor of my state of Texas , where there are a whole lot of doctors.	Texas PLACE country="US" form="NAM" gazref="IGDB:1780801" id="Pl-3" latLong="31.250°N 99.250°W" predicative="true" state="TX" type="CIVIL"	Texas 31.25044059753418 -99.2506103515625 us_tx,
It turns out that he didn't do any kind of a job policing your profession at all when he was the governor of Texas .	Texas PLACE country="US" form="NAM" gazref="IGDB:1780801" id="Pl-3" latLong="31.250°N 99.250°W" predicative="true" state="TX" type="CIVIL"	Texas 31.25044059753418 -99.2506103515625 us_tx,
Here's what the " Dallas Morning News" reported recently: "The Texas State Board of Medical Examiners, the agency that pledges to protect the public has granted second and third chances to surgeons who are thrown out of hospitals because they botched operations.	Dallas PLACE country="US" form="NAM" gazref="IGDB:1381944" id="Pl-4" latLong="32.783°N 96.800°W" predicative="true" state="US-TX" type="PPL",Texas PLACE country="US" form="NAM" gazref="IGDB:1780801" id="Pl-3" latLong="31.250°N 99.250°W" predicative="true" state="TX" type="CIVIL"	Dallas 32.783058166503906 -96.80667114257812 us_tx,Texas 31.25044059753418 -99.2506103515625 us_tx,
So let's look at all of the facts, but give everybody due process here in America before we criticize.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-5" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
I was just in Oklahoma , they own this insurance company.	Oklahoma PLACE country="US" form="NAM" gazref="IGDB:1103857" id="Pl-6" latLong="35.500°N 97.500°W" state="US-OK" type="CIVIL"	Oklahoma 30.15549087524414 -95.59382629394531 us_tx,
(CROSSTALK) NADER ... payoffs have been stable, adjusted for inflation, National Practitioners Databank (ph).	National PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-8" predicative="true" type="COUNTRY"	
All of the information about bad doctors in the National Practitioner bank, you, the AMA wants to keep it secret from other doctors and other patients around the country who want to know whether their doctor is on that list.	National PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-8" predicative="true" type="COUNTRY",country PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-9" type="COUNTRY"	AMA 29.952150344848633 -90.29647064208984 us_la,
PALMISANO In California - wait, Mr. Nader.	California PLACE country="US" form="NAM" gazref="IGDB:1780778" id="Pl-14" latLong="37.250°N 119.750°W" state="US-CA" type="CIVIL"	California 37.250221252441406 -119.75125885009766 us_ca,
In California ... NADER Why don't you cap insurance.	California PLACE country="US" form="NAM" gazref="IGDB:1780778" id="Pl-14" latLong="37.250°N 119.750°W" state="US-CA" type="CIVIL"	California 37.250221252441406 -119.75125885009766 us_ca,
PALMISANO In California where they have this law, it caps the non-economics, the ones you can't quantify.	California PLACE country="US" form="NAM" gazref="IGDB:1780778" id="Pl-14" latLong="37.250°N 119.750°W" state="US-CA" type="CIVIL"	California 37.250221252441406 -119.75125885009766 us_ca,
There are awards in 10 million, 20 million, $30 million in California for economic.	California PLACE country="US" form="NAM" gazref="IGDB:1780778" id="Pl-14" latLong="37.250°N 119.750°W" state="US-CA" type="CIVIL"	California 37.250221252441406 -119.75125885009766 us_ca,
I am concerned about Donald Zook (ph), who's head of a medical malpractice insurance company, a big one in the West , saying that his insurance company executive colleagues should not blame the tort injury system.	West PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-15" mod="W" type="COUNTRY"	
Over in Iraq , arms inspectors are discovering and destroying missiles.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-1" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Spy planes are searching for more banned arms, and Iraqi scientists are being interviewed by U.N. weapons inspectors.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-1" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-3" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"	
But here in Washington , President Bush says it's all a hoax, and many believe he has already made up his mind to go to war.	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-4" latLong="38.895°N 77.037°W" state="US-DC" type="PPLC"	Washington 47.500118255615234 -120.50147247314453 us_wa,
Back with us to talk about it, two Congressmen: J.D. Hayworth, the Republican from Arizona , and Bernie Sanders, an Independent from Vermont .	Vermont PLACE country="US" form="NAM" gazref="IGDB:1780802" id="Pl-9" latLong="44.000°N 72.750°W" state="US-VT" type="CIVIL",Arizona PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-6" latLong="34.500°N 111.500°W" state="US-AZ" type="CIVIL"	Republican 36.08237838745117 -77.0599594116211 us_nc,Arizona 30.789630889892578 -95.46800231933594 us_tx,
When the guns begin to fire, when the American men and women are in harm's way and may be dying, is that now the time for you and your allies to shut up and support the troops?	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	American 39.7599983215332 -98.5 us_00,
(APPLAUSE) SANDERS Well it's not -- are you suggesting that when tens and thousands of Iraqi women and children are killed, and when young men and women in this country are unnecessarily put at harm's risk, what should we do?	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-1" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-3" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",country PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-17" type="COUNTRY"	
The answer is, these are my neighbors from Vermont and obviously we're going to support them.	Vermont PLACE country="US" form="NAM" gazref="IGDB:1780802" id="Pl-9" latLong="44.000°N 72.750°W" state="US-VT" type="CIVIL"	
The Congress gave him authority, but the American people disagreed with the decision.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	
You said, "This is Saddam Hussein, the butcher of Baghdad ." I'm curious, would that have accurately described him in 1988?	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-19" latLong="33.339°N 44.394°E" state="US-BG" type="PPLC"	Baghdad 33.340579986572266 44.40087890625 iq_07,
Therefore, wasn't Dick Cheney, as the CEO of Halliburton, wrong to be selling oilfield equipment to the butcher of Baghdad in 1988?	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-19" latLong="33.339°N 44.394°E" state="US-BG" type="PPLC"	Halliburton 7.351669788360596 -73.47250366210938 co_26,Cheney 47.487388610839844 -117.57575988769531 us_wa,Baghdad 33.340579986572266 44.40087890625 iq_07,
(CROSSTALK) SANDERS Furthermore, the United States supported him in the war against Iran .	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-16" type="COUNTRY",Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-24" latLong="32.000°N 53.000°E" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,Iran 32.0 53.0 ir_00,
Iran had hostages.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-24" latLong="32.000°N 53.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,
Seventy-nine Americans were held hostage.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	
For example -- wait a second -- in Iran , the reason that you had Ayatollah Khomeini in power is he overthrew the Shah.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-24" latLong="32.000°N 53.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,
The United States of America .	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-16" type="COUNTRY",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY",United States of America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-12" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,America 39.7599983215332 -98.5 us_00,
HAYWORTH Oh the evil United States .	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-16" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,
But the problem with Khomeini was that the guy who he overthrew was put in power by the United States .	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-16" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,
SANDERS We overthrew (UNINTELLIGIBLE) and put the Shah of Iran in power.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-24" latLong="32.000°N 53.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,
SANDERS No, the point I made, Khomeini came about because we put a brutal dictator, the Shah of Iran , in power.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-24" latLong="32.000°N 53.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,
HAYWORTH The point you're making is blame America first.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-13" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
You don't know what happens when the most powerful nation on Earth invades and occupies a Muslim nation and kills tens of thousands of people.	nation PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-25" type="COUNTRY"	
Bernie Sanders, an Independent from Vermont , thank you very much.	Vermont PLACE country="US" form="NAM" gazref="IGDB:1780802" id="Pl-9" latLong="44.000°N 72.750°W" state="US-VT" type="CIVIL"	
Congressman J.D. Hayworth, a Republican from Arizona , thank you both very much.	Arizona PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-6" latLong="34.500°N 111.500°W" state="US-AZ" type="CIVIL"	Arizona 30.789630889892578 -95.46800231933594 us_tx,
But next, out of all of the pictures from this weekend's nail biter between J.D. Hayworth's alma mater of (UNINTELLIGIBLE) state, and Bob Novak's beloved University of Maryland , only one photo is dramatic enough or politically charged enough to be the CROSSFIRE "Picture of the Day." You do not want to miss this.	University of Maryland PLACE country="US" form="NAM" id="Pl-26" latLong="39.000°N 76.750°W" state="US-MD" type="FAC"	alma 38.59122848510742 -78.55751037597656 us_va,
I'm Christa Demore (ph) from Monrovia , Maryland .	Monrovia PLACE country="US" form="NAM" gazref="IGDB:586934" id="Pl-2" latLong="39.372°N 77.272°W" state="US-MD" type="PPL",Maryland PLACE country="US" form="NAM" gazref="IGDB:1715934" id="Pl-1" latLong="39.000°N 76.750°W" state="US-MD" type="CIVIL"	Monrovia 34.1480598449707 -117.99894714355469 us_ca,Maryland 42.536468505859375 -74.88655090332031 us_ny,
We now have a foreign policy in Iraq that is putting enormous strain on those allies.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
BEGALA No, it was a joint effort by Pakistan .	Pakistan PLACE country="PK" form="NAM" gazref="IGDB:17229029" id="Pl-6" latLong="30.000°N 70.000°E" type="COUNTRY"	Pakistan 30.0 70.0 pk_00,BEGALA 8.766670227050781 16.583330154418945 td_09,
Why do we want to sever that relationship with this idiotic war in Iraq ?	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
I'm Ben Charlton (ph) from East Lansing , Michigan .	East Lansing PLACE country="US" form="NAM" gazref="IGDB:626219" id="Pl-7" latLong="42.737°N 84.484°W" state="US-MI" type="PPL",Michigan PLACE country="US" form="NAM" gazref="IGDB:1780789" id="Pl-8" latLong="44.250°N 85.500°W" state="US-MI" type="CIVIL"	Charlton 37.582908630371094 -80.01116180419922 us_va,East Lansing 42.56840896606445 -76.4693832397461 us_ny,
I was -- if we wait for U.N. approval for action in Iraq , don't we sacrifice some of our national sovereignty?	national PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-10" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
The question of whether we go to war or not is strictly a national question.	national PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-10" predicative="true" type="COUNTRY"	
 Look at Latest Evidence Against Iraq  ; Any Hope U.N., Old Europe will	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-1" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
But first, our own little moonwalk across the political landscape, the "CROSSFIRE Political Alert." The foreign ministers of France , Germany and Russia today issued a joint declaration that they will not allow a second American -backed resolution to pass the United Nations Security Council.	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-9" latLong="46.000°N 2.000°E" type="COUNTRY",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" type="COUNTRY",American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-6" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-16" latLong="60.000°N 100.000°E" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-15" latLong="51.500°N 10.500°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Germany 31.439899444580078 -95.35077667236328 us_tx,
President Bush wants the Security Council to explicitly authorize force against Iraq , and his press secretary today remained optimistic that in the end, that's just what he'll get.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
President Bush is said to be focusing on one fence-sitting Security Council member, the African nation of Guinea , because he said -- quote -- "I used to have one of their pigs."	Guinea PLACE country="GN" form="NAM" gazref="IGDB:18819617" id="Pl-19" latLong="11.000°N 10.000°W" type="COUNTRY"	Guinea 38.143741607666016 -77.43775939941406 us_va,
Guinea is an important swing vote.	Guinea PLACE country="GN" form="NAM" gazref="IGDB:18819617" id="Pl-19" latLong="11.000°N 10.000°W" type="COUNTRY"	Guinea 38.143741607666016 -77.43775939941406 us_va,
CARLSON As is Cameroon .	Cameroon PLACE country="CM" form="NAM" gazref="IGDB:16852455" id="Pl-20" latLong="6.000°N 12.000°E" type="COUNTRY"	Cameroon 6.0 12.0 cm_00,
France and Germany are pointing to inspection and saying, Look, they're working.	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-9" latLong="46.000°N 2.000°E" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-15" latLong="51.500°N 10.500°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Germany 31.439899444580078 -95.35077667236328 us_tx,
CARLSON Well, France and Germany would like to.	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-9" latLong="46.000°N 2.000°E" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-15" latLong="51.500°N 10.500°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Germany 31.439899444580078 -95.35077667236328 us_tx,
Powell called Iraqi steps toward disarmament -- quote -- "too little, too late" gestures, meant to split international resolve to force Baghdad to give up its weapons of mass destruction.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-23" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-3" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"	Powell 48.70518112182617 -118.02082061767578 us_wa,Baghdad 33.340579986572266 44.40087890625 iq_07,
U.S. intelligence said Powell indicates Iraq has hidden equipment to produce al-Samoud 2 missiles, even as it destroys existing ones, missiles that until recently, it claimed not to have.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-21" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Powell 48.70518112182617 -118.02082061767578 us_wa,Iraq 33.0 44.0 iq_00,
Powell also revealed that Iraq is hiding chemical and biological weapons in poor neighborhoods around Baghdad .	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-23" latLong="33.339°N 44.394°E" state="IQ-BG" type="PPLC",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Powell 48.70518112182617 -118.02082061767578 us_wa,Baghdad 33.340579986572266 44.40087890625 iq_07,Iraq 33.0 44.0 iq_00,
The essence of the American case for war against Saddam Hussein.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" type="COUNTRY",American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-6" predicative="true" type="COUNTRY"	
Secretary of State Colin Powell or France ?	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-9" latLong="46.000°N 2.000°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Powell 48.70518112182617 -118.02082061767578 us_wa,
The question is, Is he a sufficient threat to America today to risk the lives of our young men and women.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
 Look at Latest Evidence Against Iraq  ; Any Hope U.N., Old Europe will	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-1" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
 Look at Latest Evidence Against Iraq  ; Any Hope U.N., Old Europe will	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-1" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Moseley Braun expects that primary voters in Iowa and New Hampshire will react enthusiastically to this radical, grammatical transformation.	New Hampshire PLACE country="US" form="NAM" gazref="IGDB:1780794" id="Pl-2" latLong="43.667°N 71.500°W" state="US-NH" type="CIVIL",Iowa PLACE country="US" form="NAM" gazref="IGDB:1780785" id="Pl-3" latLong="42.000°N 93.500°W" state="US-IA" type="CIVIL"	New Hampshire 40.55615997314453 -83.95272064208984 us_oh,
 Look at Latest Evidence Against Iraq  ; Any Hope U.N., Old Europe will	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-1" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
France , Russia and Germany today restated their opposition to any new U.N. Security Council that could threaten Saddam Hussein's grip on power.	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-3" latLong="46.000°N 2.000°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-4" latLong="60.000°N 100.000°E" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-5" latLong="51.500°N 10.500°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Germany 31.439899444580078 -95.35077667236328 us_tx,
We're talking with potential war in Iraq with Congressman Charlie Rangel, a New York Democrat and his fellow New Yorker Republican Congressman Peter King.	New York PLACE country="US" form="NAM" gazref="IGDB:1780796" id="Pl-8" latLong="43.000°N 75.500°W" state="US-NY" type="CIVIL",New Yorker PLACE country="US" form="NAM" gazref="IGDB:1780796" id="Pl-7" latLong="43.000°N 75.500°W" predicative="true" state="US-NY" type="CIVIL",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-2" latLong="33.000°N 44.000°E" type="COUNTRY"	New York 32.167930603027344 -95.66912841796875 us_tx,Iraq 33.0 44.0 iq_00,
And you're a congressman who has put his constituents and his country ahead of his partisan interests.	country PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-16" type="COUNTRY"	
This weekend Khalid Shaikh Mohammed, the No. 2 member of al Qaeda and another significant al Qaeda member were captured in Rawalpindi , Pakistan .	Rawalpindi PLACE country="PK" form="NAM" gazref="IGDB:17227415" id="Pl-10" latLong="33.600°N 73.067°E" state="US-PB" type="PPL",Pakistan PLACE country="PK" form="NAM" gazref="IGDB:17229029" id="Pl-15" latLong="30.000°N 70.000°E" type="COUNTRY"	Rawalpindi 33.60070037841797 73.06790161132812 pk_04,Pakistan 30.0 70.0 pk_00,Shaikh 32.56127166748047 73.98148345947266 pk_04,
We should do all of those things, but the most important thing is we should not have the arrogance to have a preemptive strike against a defenseless nation without the.	nation PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" type="COUNTRY"	
CARLSON A defenseless nation ?	nation PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" type="COUNTRY"	
They have it and we supported them having it when they were fighting Iran so it's no big deal there.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-13" latLong="32.000°N 53.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,
I mean, what happens if India decides that they could have a preemptive strike against Pakistan ?	Pakistan PLACE country="PK" form="NAM" gazref="IGDB:17229029" id="Pl-15" latLong="30.000°N 70.000°E" type="COUNTRY",India PLACE country="IN" form="NAM" gazref="IGDB:17902205" id="Pl-14" latLong="20.000°N 77.000°E" type="COUNTRY"	Pakistan 30.0 70.0 pk_00,India 32.52513885498047 -96.61609649658203 us_tx,
Our country is great enough and strong enough to maintain the moral authority to convince the international community that we're right.	nation PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" type="COUNTRY",country PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-16" type="COUNTRY"	
I want have Congressman Peter King from New York back on, and Congressman Charlie Rangel.	New York PLACE country="US" form="NAM" gazref="IGDB:1780796" id="Pl-8" latLong="43.000°N 75.500°W" state="US-NY" type="CIVIL"	New York 32.167930603027344 -95.66912841796875 us_tx,
 Look at Latest Evidence Against Iraq  ; Any Hope U.N., Old Europe will	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-1" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Don from Denver , Colorado writes, "Paul, you keep referencing Halliburton selling equipment to Iraq " -- which I do.	Denver PLACE country="US" form="NAM" gazref="IGDB:202738" id="Pl-8" latLong="39.739°N 104.984°W" state="US-CO" type="PPL",Colorado PLACE country="US" form="NAM" gazref="IGDB:1780779" id="Pl-9" latLong="39.000°N 105.500°W" state="US-CO" type="CIVIL",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Halliburton 7.351669788360596 -73.47250366210938 co_26,Denver 42.212589263916016 -74.56932067871094 us_ny,Colorado 29.985780715942383 -97.13414764404297 us_tx,Iraq 33.0 44.0 iq_00,
