 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"
French authorities are investigating transfers of $15 million from Swiss banks to Paris accounts in Suha's name at the Arab Bank and at BNP Paribas Bank, a French bank, TIME reports.	French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-20" latLong="46.000°N 2.000°E" type="COUNTRY",Paris PLACE country="FR" form="NAM" gazref="IGDB:18543072" id="Pl-19" latLong="48.867°N 2.333°E" state="75" type="PPLC",Swiss PLACE country="CH" form="NAM" gazref="IGDB:17445610" id="Pl-18" latLong="47.000°N 8.000°E" type="COUNTRY"
Senior Palestinian security officials tell TIME that Arafat also shipped money to the gunmen of the Aqsa Martyrs Brigades. Developing... Sure sounds like a Nobel Prize winner to me.	Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674628" id="Pl-14" type="COUNTRY"
 al-Qaeda  &amp;  Nukes	
2004-11-14T12:40:00 Time is reporting today that a al-Qaeda operative was captured and is spitting out that they have plans in the work to smuggle nukes into the US from Mexico , see the article here . Thank god Bush is still our president, although I strongly disagree with him on his new immigration policy.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-1" type="COUNTRY",Mexico PLACE country="MX" form="NAM" gazref="IGDB:18316662" id="Pl-2" latLong="23.000°N 102.000°W" type="COUNTRY"
This policy would just make it easier for the enemy to get within our borders.	
 Condi the New Secretary of State	
2004-11-15T16:13:00 Just reported from AP that Condi Rice has been chosen by President Bush to become the new Secretary of State for his second term.	
I agree with his choice and think she will make a much better Secretary then Powell did.	
Her views are much more in step with the President then Powell, although he was a true soldier and carried the message.	
Plus, any lady who works out to Led Zeppelin and is a Football nut is alright in my book.	
 James Baker, The New Village Idiot	
2004-11-16T08:33:00 Thanks to Captain Ed for bringing this up.	
Apparently James Baker, former Secretary of State and current envoy for the Bush Administration, has asked the Isreali government to release a scumbag terrorist to promote "peace".	Isreali PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-1" latLong="31.500°N 34.750°E" predicative="true" type="COUNTRY"
There is now. . . . in an Israeli prison a man named Marwan Barghouti, who is one of the young guard of Palestinians, and if the Palestinians are going to make this work against the really hard-line elements, the Islamists and some of the people of Hamas, they're going to have to have a coalition of the young guard and the old guard."	Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-12" predicative="true" type="RGN",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-8" latLong="31.500°N 34.750°E" type="COUNTRY",Israeli PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-5" latLong="31.500°N 34.750°E" predicative="true" type="COUNTRY"
Gotta say that this shocked me, I've always thought Mr. Baker was a upstanding guy but this is just plain good old fashioned bullcrap.	
Here are some of the fine achievements of the terrorist Marwan Barghouti Marwan Barghouti (born June 6, 1958) is a Palestinian leader from the West Bank and a leader of the Fatah movement that forms the backbone of the Palestinian Authority and the Palestine Liberation Organization (PLO).	Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-12" predicative="true" type="RGN",West Bank PLACE country="PS" form="NAM" gazref="IGDB:208669530" id="Pl-15" state="PS-WB" type="RGN",Palestine PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-11" predicative="true" type="RGN"
On June 6, 2004, he was sentenced to five life sentences for five murders of Israeli civilians and 40 years imprisonment for attempted murders in terrorist attacks against Israeli civilians.	Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-8" latLong="31.500°N 34.750°E" type="COUNTRY",Israeli PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-5" latLong="31.500°N 34.750°E" predicative="true" type="COUNTRY"
Barghouti was one of the major leaders of the First Intifada in 1987, leading Palestinians in a mass uprising against Israeli occupation of the West Bank .	Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-12" predicative="true" type="RGN",West Bank PLACE country="PS" form="NAM" gazref="IGDB:208669530" id="Pl-15" state="PS-WB" type="RGN",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-8" latLong="31.500°N 34.750°E" type="COUNTRY",Israeli PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-5" latLong="31.500°N 34.750°E" predicative="true" type="COUNTRY"
During the uprising, he was arrested by Israel and deported to Jordan , where he stayed for seven years until he was permitted to return under the terms of the Oslo Accords in 1994.	Jordan PLACE country="JO" form="NAM" gazref="IGDB:19027984" id="Pl-16" latLong="31.000°N 36.000°E" type="COUNTRY",Oslo PLACE country="NO" form="NAM" gazref="IGDB:19726161" id="Pl-17" latLong="59.900°N 10.717°E" predicative="true" state="NO-03" type="PPLC",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-8" latLong="31.500°N 34.750°E" type="COUNTRY"
In 1996, he was elected to the Palestinian Legislative Council, in which he advocated peace with Israel , sometimes coming in conflict with Yasser Arafat.	Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-12" predicative="true" type="RGN",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-8" latLong="31.500°N 34.750°E" type="COUNTRY"
The formal position occupied by Barghouti was the General Secretary of Fatah in the West Bank .	West Bank PLACE country="PS" form="NAM" gazref="IGDB:208669530" id="Pl-15" state="PS-WB" type="RGN"
By the summer of 2000, Barghouti and Arafat had grown increasingly at odds with each other, with Barghouti accusing Arafat's administration of corruption and his security services of human rights violations, and Arafat was planning to fire him shortly.	
However, as the Second Intifada began, Barghouti became increasingly popular as a leader of the Fatah Tanzim militia.	
This was perhaps due to the transformation of Tanzim into an organization more resembling militant groups like Hamas and Islamic Jihad, responsible for dozens of civilian deaths in drive-by shootings.	
Under Barghouti, the Tanzim has also carried out suicide bombings in Israel under the name al-Aqsa Martyrs' Brigades.	Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-8" latLong="31.500°N 34.750°E" type="COUNTRY"
What is he thinking?	
Release a known terrorist to run the PLO and that will bring about peace, give me a effin break	
 Terrorist Scum	
2004-11-17T20:02:00 Chris Matthews, that idiot talking head over at MSNBC, said yesterday about the terrorists we fought in Fallujah "a rival, I mean they're not bad guys especially, just people who just disagree with us"....this just amazes me, the complete idiocy of this waste of human sperm.	Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-9" latLong="33.356°N 43.783°E" state="AN" type="PPL"
These are the same terrorists blowing up families, chopping off heads of civilians, and the complete disregard for any human life and they just disagree with us?	
Tell that to the family of Margaret Hassan, the school teacher who was brutally tortured and then slaughtered by these same guys, they ain't so bad are they Chris Matthews?	
This women who was known for her 30 years of work in Iraq , distributing medicine, food and supplies to Iraqis suffering under the sanctions of the 1990s.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-6" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"
British officials say they believe Hassan was a blindfolded woman seen being shot in the head by a hooded militant on a video obtained but not aired by the Arab television station Al-Jazeera.	British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-11" latLong="54.000°N 4.000°W" type="COUNTRY"
She would be the first foreign woman to die in the wave of kidnappings in Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-6" latLong="33.000°N 44.000°E" type="COUNTRY"
No group has claimed responsibility.	
On Sunday, Marines found the mutilated body of what they believe was a Western woman on a street in Fallujah during the U.S. assault on the insurgent stronghold.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" type="COUNTRY",Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-9" latLong="33.356°N 43.783°E" state="AN" type="PPL"
The body, clothed in what appeared to be a purple, velour dress, was wrapped in a blanket, with a blood-soaked black cloth nearby.	
As of Tuesday night, the U.S. command said the body had not been identified.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" type="COUNTRY"
These are the reasons that none of these mothereffers should ever see the light of day...they need to be all lined up and shot.	
Torturing this poor women for what?	
WHAT?	
And we should treat them as enemy soldiers under the Geneva Convention.	Geneva PLACE country="CH" form="NAM" gazref="IGDB:17447849" id="Pl-10" latLong="46.200°N 6.167°E" nonLocUse="true" state="GE" type="PPLA"
Last I remember the convention applies to countries that signed the document and the two countries must have standing armies with uniforms....the Iraqi military is at our side, the terrorists are not.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-6" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"
Since when are terrorists soldiers?	
They are lower then dogs.	
Finally there is this written by a student of Mrs. Hassan She was my English teacher In the memory of my teacher and a fellow aid worker colleague Mrs. M. Hassan Mrs. Hassan was my English teacher in The British Council in Baghdad in Al-Wazirya district, I remember her years ago with her Irish accent telling me it's not Important how many words I must learn but the pronunciation of the words I already knew must be perfected.	British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-11" latLong="54.000°N 4.000°W" type="COUNTRY",Al-Wazirya PLACE country="IQ" form="NAM" id="Pl-14",Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-13" latLong="33.339°N 44.394°E" state="BG" type="PPLC"
Mrs. Hassan speak s perfect Arabic and she has a heart of gold, she's been killed by (men in pajamas), turn Iraq upside down and find them.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-6" latLong="33.000°N 44.000°E" type="COUNTRY"
The Marines will find them, and when they do they shall die.	
 Allies	
2004-12-28T09:27:00 2Slick pointed me to a article at In Iraq For 365 .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"
This is a great blog and I encourage you all to read it regularly.	
On Sunday he wrote of two Iraqi soldiers who didn't see us as conquerors but as allies when the Mosul bombing occurred.	Mosul PLACE country="IQ" form="NAM" gazref="IGDB:16897344" id="Pl-9" latLong="36.335°N 43.119°E" predicative="true" state="IQ-NI" type="PPLA",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-2" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"
The suicide bomb sprayed bb-like fragments throughout the Marez dining facility .	facility PLACE country="IQ" form="NOM" id="Pl-48" state="IQ-NI" type="FAC",Marez PLACE country="IQ" form="NAM" id="Pl-47" predicative="true" state="IQ-NI" type="FAC"
One piece of shrapnel sliced through the femoral artery of a U.S. soldier and his only chance for survival was in the hands of these two Iraqis.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-2" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"
Recalling the medical classes they'd received from the special forces, the Iraqis reacted calmly, fastening a belt above the wound, creating a tourniquet, which stopped the gushing stream of red.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-2" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"
They moved the soldier to a MEDVAC vehicle via two-man litter carry.	
After they hoisted the soldier in the truck, the two Iraqis -- one an officer, the other an NCO -- ran back to the facility and began treating the other wounded without regard for their safety.	facility PLACE country="IQ" form="NOM" id="Pl-48" state="IQ-NI" type="FAC",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-2" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"
When the dust settled and the mess tent had been evacuated, everybody who could talk was questioned about their health.	tent PLACE country="IQ" form="NOM" id="Pl-49" state="IQ-NI" type="FAC"
When the medics came to the two Iraqis, the ING soldiers only wanted to know how everybody else was.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-2" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"
When asked why did they do it, they simply stated, "this was our duty; we are a team, and we take care of each other."	
Even the Americans.	
No matter what the MSM tries to tell you, there are Iraqi's who will help the allies, who will fight alongside them and put their lives at risk to make sure Democracy succeeds in their country .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-11" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-2" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"
This brings to mind a speech Prime Minister Tony Blair gave recently while visiting Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"
When I meet the people working alongside the United Nations--Iraqis in fear of their life every day, because they are trying to bring freedom and democracy to their people--when I see their courage and their determination and know that they speak for the vast majority of people in Iraq who want that democracy and freedom, then I know that we are doing the right thing. . . .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-2" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"
And I will also say this to you: There are people dying in Iraq , but the reason people are dying is because of the terrorism and the intimidation and the people who are deliberately killing anyone trying to make this country better.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-11" latLong="33.000°N 44.000°E" type="COUNTRY"
Now what should our response be as an international community?	
Our response should be to stand alongside the democrats--the people who've got the courage to see this thing through--and help them see it through.	
I've got no doubt at all that that is the right thing for us to do. . . . Sometimes when I see some of the reporting of what's happening in Iraq in the rest of the world, I just feel that people should understand how precious what has been created here is.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"
And those people from that electoral commission that I described as the heroes of the new Iraq --every day . . . a lot of them aren't living in the Green Zone, they've got to travel in from outside.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"
They do not know at any point in time whether they're going to be subject to brutality or intimidation, even death, and yet they carry on doing it.	
Now what a magnificent example of the human spirit--that's the side we should be on.	
 Laser Beam Question	
2004-12-30T18:44:00 This recent news story is troubling in many different ways.	
When I first heard of the story I figured it was some wackjob playing with a new toy but now we find out there have been 7 incidents since Christmas from the West to East coast .	West PLACE country="US" form="NAM" gazref="IGDB:208918643" id="Pl-1" type="RGN",East coast PLACE country="US" form="NAM" gazref="IGDB:208918467" id="Pl-2" type="RGN"
The FBI, concerned that terrorists could use lasers as weapons, is investigating why laser beams were directed into the cockpits of seven airplanes in flight since Christmas.	
Laser beams can temporarily blind or disorient pilots and possibly cause a plane to crash.	
The FBI is looking into two incidents in Colorado Springs , Colo. , and one each in Cleveland , Washington , Houston , Teterboro , N.J. , and Medford , Ore. , according to federal and local law enforcement and transportation officials, some of whom spoke only on condition of anonymity.	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-6" latLong="38.895°N 77.037°W" state="DC" type="PPLC",Houston PLACE country="US" form="NAM" gazref="IGDB:1381948" id="Pl-7" latLong="29.763°N 95.363°W" state="TX" type="PPL",Cleveland PLACE country="US" form="NAM" gazref="IGDB:1067654" id="Pl-5" latLong="41.499°N 81.696°W" state="OH" type="PPL",Colo. PLACE country="US" form="NAM" gazref="IGDB:1780779" id="Pl-4" latLong="39.000°N 105.500°W" state="CO" type="CIVIL",Ore. PLACE country="US" form="NAM" gazref="IGDB:1156107" id="Pl-11" latLong="44.000°N 120.500°W" state="OR" type="CIVIL",Colorado Springs PLACE country="US" form="NAM" gazref="IGDB:205797" id="Pl-3" latLong="38.834°N 104.821°W" state="CO" type="PPL",N.J. PLACE country="US" form="NAM" gazref="IGDB:1780795" id="Pl-9" latLong="40.167°N 74.500°W" state="NJ" type="CIVIL",Teterboro PLACE country="US" form="NAM" gazref="IGDB:882141" id="Pl-8" latLong="40.860°N 74.060°W" state="NJ" type="PPL",Medford PLACE country="US" form="NAM" gazref="IGDB:1125040" id="Pl-10" latLong="42.327°N 122.874°W" state="OR" type="PPL"
A federal law enforcement official, who declined to be identified by name, said Thursday there is no evidence of a plot or terrorist activity.	
But pilots are troubled by the incidents, and the FBI earlier this month warned of the possibility that terrorists might use the devices as weapons.	
"It's not some kid," said Paul Rancatore, a pilot who serves as deputy chairman of the security committee for the Allied Pilots Association.	
"It's too organized."	
Loren Thompson, who teaches military technology at Georgetown University, called it a "rather worrisome development," though he said experts would be more puzzled than alarmed.	Georgetown PLACE country="US" form="NAM" gazref="IGDB:532663" id="Pl-12" latLong="38.905°N 77.063°W" state="DC" type="PPL"
"What we're talking about is a fairly powerful visible light laser that has the ability to lock onto a fast-moving aircraft," Thompson said.	
"That's not the sort of thing you pick up at a military surplus store."	
Thompson said a piece of equipment that could do the things the FBI suspects would be "fairly expensive and fairly sophisticated."	
"It sounds like an organized effort to cause airline accidents," Thompson said.	
Michelle Malkin has a post about this today where some outlets have stopped selling lasers.	
Lots of people think that these indeed might be loonies playing with new Christmas toys but I disagree.	
These are incidents where the Airplanes were tracked , some as high as 8500 feet.	
To track a fast moving plane at that altitude would not be some toy you can get from the local wal-mart.	
In my opinion this is quite alarming.	
This Isn't Writing, It's Typing has a great post out with a ton of info, some of it quite scary A more frightening scenario is that terrorists may have obtained a Chinese -produced ZM-87 laser blinder which is specifically designed to blind eyesight.	Chinese PLACE country="CN" form="NAM" gazref="IGDB:18099327" id="Pl-13" latLong="35.000°N 105.000°E" type="COUNTRY"
The Japanese terrorist cult Aum Shinrikyo--which launched the infamous Sarin gas attack on the Tokyo subway system in 1995--was discovered to have experimented with the use of lasers as weapons.According to The Asian Pacific Post, "Cult members apparently obtained laser design information from Russian institutes they visited and built a laser weapon mounted on a truck.	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-14" latLong="36.000°N 138.000°E" type="COUNTRY",Tokyo PLACE country="JP" form="NAM" gazref="IGDB:19753773" id="Pl-16" latLong="35.685°N 139.751°E" state="13" type="PPLC",Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000°N 100.000°E" type="COUNTRY"
They had planned to use the laser against Tokyo policemen, but the plan failed when the laser malfunctioned during the testing stage."	Tokyo PLACE country="JP" form="NAM" gazref="IGDB:19753773" id="Pl-16" latLong="35.685°N 139.751°E" state="13" type="PPLC"
PoliticAlex also has some info on this story also.	
I found the following report that was presented to Congress recently about the shoulder launched missle threat to airliners, which this might very well be a precursor to: Recent events have focused attention on the threat that terrorists with shoulder fired surface-to-air missiles (SAMs), referred to as Man-Portable Air Defense Systems (MANPADS), pose to commercial airliners.	
Most believe that no single solution exists to effectively mitigate this threat.	
Instead, a menu of options may be considered, including installing infrared (IR) countermeasures on aircraft; modifying flight operations and air traffic control procedures; improving airport and regional security; and strengthening missile non-proliferation efforts.	
Equipping aircraft with missile countermeasure systems can protect the aircraft even when operating in areas where ground-based security measures are unavailable or infeasible to implement.	
However, this option has a relatively high cost, between $1 million and $3 million per aircraft, and the time needed for implementation does not allow for immediate response to the existing terrorist threat.	
Procedural improvements such as specific flight crew training, altering air traffic procedures to minimize exposure to the threat, and improved security near airports may be less costly than countermeasures and could more immediately help deter domestic terrorist attacks.	
However, these techniques by themselves cannot completely mitigate the risk of domestic attacks and would not protect U.S. airliners flying to and from foreign airports.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-21" type="COUNTRY"
Legislation introduced in the 108th Congress (H.R. 580, S. 311) calls for the installation of missile defense systems in all turbojet aircraft used in scheduled air carrier service.	
While this legislation is still under consideration, Homeland Security appropriations designated $60 million in FY2004 and $61 million in FY2005 to fund a program to develop and test prototype missile countermeasure systems for commercial aircraft based on existing military technology.	
It is anticipated that at the conclusion of this program, in January 2006, the Department of Homeland Security will be able to provide a detailed analysis of the suitability of such systems for use to protect commercial passenger aircraft.	
  Europe  Changing Their Tune?	 
2005-01-01T22:44:00 American Future has a link up to a article written in yesterdays Houston Chronicle.	Houston PLACE country="US" form="NAM" gazref="IGDB:1381948" id="Pl-6" latLong="29.763°N 95.363°W" predicative="true" state="US-TX" type="PPL",American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" predicative="true" type="COUNTRY"
It describes how the European Governments look to be changing their tune in regards to President Bush.	
Why you ask?	
But there is arguably more to this sea change than just a grumpy acceptance of the status quo.	
From a European perspective, three things are making it easier to warm to the Bush White House.	
One is the death of Yasser Arafat.	
No issue divides Europe and the United States more keenly than the Israeli - Palestinian dispute.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-5" type="COUNTRY",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-17" latLong="31.500°N 34.750°E" type="COUNTRY",Israeli PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-15" latLong="31.500°N 34.750°E" predicative="true" type="COUNTRY",Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-19" predicative="true" type="COUNTRY"
For the last few years, Europeans have criticized Bush for failing to put enough pressure on Israel to get out of the occupied territories and for refusing to deal with Arafat.	Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-17" latLong="31.500°N 34.750°E" type="COUNTRY"
That another reason why I respect Bush so much, his refusal to acknowledge that windbag terrorist Arafat.	
May he rot in hell.	
But since Arafat's death, Europeans and Americans have been able to find common ground: supporting Ariel Sharon's withdrawal from Gaza , putting pressure on Israel to let the Palestinians hold elections and, covertly, backing Mahmoud Abbas to become the next Palestinian leader.	Gaza PLACE country="PS" form="NAM" gazref="IGDB:19202844" id="Pl-20" latLong="31.417°N 34.333°E" state="PS-GZ" type="CIVIL",American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" predicative="true" type="COUNTRY",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-17" latLong="31.500°N 34.750°E" type="COUNTRY",Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-19" predicative="true" type="COUNTRY"
A second reason is Europe 's growing worries about Islamic terrorism.	
The murder in November of Theo van Gogh, a provocative Dutch filmmaker, at the hands of an Islamic militant has been called Europe 's 9 11.	Dutch PLACE country="NL" form="NAM" gazref="IGDB:17850115" id="Pl-21" latLong="52.500°N 5.750°E" predicative="true" type="COUNTRY"
Though the two events are obviously not fully comparable, it is certainly true that American conservatives, such as Francis Fukuyama and Bernard Lewis, have found a wider audience recently for the idea that radical Islam is inimical to European traditions of tolerance.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" predicative="true" type="COUNTRY"
You mean those radical muslims can be kinda nasty sometimes?	
Get outta here....Keep doing business like the cowards in Spain and they will more then likely have their very own 9 11 to cry about.	Spain PLACE country="ES" form="NAM" gazref="IGDB:19596523" id="Pl-23" latLong="40.000°N 4.000°W" type="COUNTRY"
The third force is the reappearance, albeit in a milder form, of the threat that kept the trans- Atlantic alliance together for half a century.	
The Russian bear is growling again.	Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-25" latLong="60.000°N 100.000°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-27" latLong="60.000°N 100.000°E" type="COUNTRY"
The Ukrainian election --- complete with its KGB-style poisoning of the opposition leader and heavy-handed electoral fraud -- has reminded European diplomats of Vladimir V. Putin's determination to control his "near abroad."	Ukrainian PLACE country="UA" form="NAM" gazref="IGDB:18942933" id="Pl-26" latLong="49.000°N 32.000°E" predicative="true" type="COUNTRY"
They should be very worried about this item, I believe Putin is slowly sliding Russia back to what it once was.	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-27" latLong="60.000°N 100.000°E" type="COUNTRY"
Hopefully our Government isn't asleep at the wheel with this situation either.	
There is a personal edge to all this.	
Just as the snooty continentals eventually came to admire the gormless Hollywood actor, there is a grudging willingness to rethink some prejudices about the inarticulate Texan .	Texan PLACE country="US" form="NAM" gazref="IGDB:1780801" id="Pl-29" latLong="31.250°N 99.250°W" predicative="true" state="US-TX" type="CIVIL",Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-28" latLong="34.098°N 118.326°W" predicative="true" state="US-CA" type="PPL"
Many European leaders once swallowed the Michael Moore version of history: that Bush was an ignorant interloper who stole the White House.	
His thumping re-election, however, shows that he represents a large body of conservative American opinion.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" predicative="true" type="COUNTRY"
In short, Europeans are getting used to the idea that it is not Bush who is the exception, but the U.S. itself that is exceptional --- and that if they want to deal with this exceptional superpower they need to humor it rather than rile it.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" type="COUNTRY"
Strangely enough, this has been Tony Blair's strategy all along; it is rapidly becoming the Continent 's strategy, too.	
Couldn't of ended that article any better myself.	
Get used to it France , we ain't going nowhere.	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-30" latLong="46.000°N 2.000°E" type="COUNTRY"
 Liberal Reporter Taking Kickbacks	
2005-02-03T19:53:00 Interesting article at the Accuracy In Media website yesterday.	
It seems a supposed straight shooting reporter with NBC was taking money to fund a book that is so pro-united nations that its almost sickening to read.	
(hat tip Clear and Present ) One of the hottest stories around, the U.N. corruption scandal, NBC has been out to lunch.	
Why?	
Its U.N. reporter has been on the payroll of the U.N. lobby.	
Linda Fasulo, the U.N. correspondent for NBC News and MSNBC, has written a pro-U.N. book, An Insider's Guide to the U.N. , which reads like the U.N. paid for it.	
Actually, the pro-U.N. lobby paid for it.	
In a monstrous conflict of interest for a supposed straight news reporter, Fasulo acknowledges Ted Turner's U.N. Foundation and Better World Campaign for "their generous financial support" of her book project.	
She also thanks the Rockefeller Brothers Fund "for helping to fund the project."	
The book is about "one of the finest and most important governing bodies," she says.	
Of the U.N. chief, she writes like a school girl with a crush.	
"It is hard to find anyone who can mount a serious criticism of [Kofi] Annan's performance as Secretary General," she claims.	
His performance is so "impressive" that she wonders if a "cult of personality" has risen up around him.	
One U.S. official is reported to be "astonished by just how good a Secretary General Kofi Annan has been."	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" type="COUNTRY"
Yup, you read that right.	
Kofi's performance is soooooo impressive.	
Gag.	
Guess the democrats have their own Armstrong conspiracy to deal with.	
Why would an NBC reporter (who also reports on the U.N. for National Public Radio) take money from the U.N. lobby?	
